序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
1206,300491,通合科技,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:3,000万元至4,500万元,同比上年增长:57.53%至136.29%。",37500000.0,96.91,"1、报告期内,公司锚定发展战略和经营目标,依托技术研发和营销优势,实现新能源、智能电网、航空航天三大领域营收全面增长,其中航空航天领域增幅尤为显著。受行业竞争加剧影响,公司产品综合毛利率同比下降;同时公司聚焦人才建设、市场拓展与效能提升三大维度强化内生动力,相关费用同比有所增加。综合上述因素,公司2025年度营业收入与净利润均实现较快增长。2、报告期内,公司预计非经常性损益对净利润的影响金额约为620万元,主要为政府补助。",预增,19044100.0,2026-01-28
1207,300469,信息发展,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:10,000万元至13,500万元。",-117500000.0,0.16,"1.报告期内,公司在智慧交通领域依托北斗导航、大数据、区块链、人工智能等前沿技术,面向多应用场景的高精度定位导航技术,推动北斗在重点领域的创新应用,加速北斗战略与交通强国战略紧密结合,在交通运输、基础设施运行、城市管理等领域的推广,构建北斗交通产业链。公司积极推动北斗自由流技术应用、车联网平台建设和智慧交通及安全生产交通数据服务的各类场景应用。重点开发升级并运营车联网平台、数据融合服务平台等,提供车辆实时监控、数据分析、安全管理等全面解决方案;并通过与保险、地图服务商、能源等多个行业展开合作,进一步提升生态系统的市场竞争力。公司在智慧交通行业领域取得了显著成效,整体收入相较于2024年有所提升。2.2025年04月中央网信办等十部门印发《2025年数字化绿色化协同转型发展工作要点》,公司借此契机在智慧政务行业积极寻求突破,对外积极发掘新的增长点,对内积极推进业务结构调整及产品化转型。公司借助北斗、人工智能(AI)、区块链、大数据等技术,对现有智慧政务业务的解决方案进行优化升级,调整公司业务结构,实现新质生产力的高质量发展。(1)在食品安全领域,公司借助北斗精准定位+AI智能检测+区块链数据存证技术,实现从生产、流通、检测到消费的全链条追溯管理,确保食品来源可查、去向可追、责任可究。为政府、企业及消费者提供高效、透明、安全的食品溯源解决方案,推动食品行业向数字化、智能化、可视化方向发展。(2)在智慧档案等领域,公司推出了光典灵智AI能力平台,采用AI+大数据技术,融合文档智能检索、智能编研、OCR文本识别、智能审核等功能,实现高效的信息归档、知识管理和政务流程优化,提升政府信息管理和决策支持能力。报告期内,鉴于新业务探索的成本增加,市场波动、业务结构及产品化转型等影响,智慧政务行业较之2024年营收有所下滑。3.综上所述,在报告期内,公司凭借智慧交通与智慧政务两大板块的协同合作,成功实现业务结构的优化以及市场空间的拓展。整体经营状况稳步改善,与2024年相比并无显著波动。未来,公司将持续深耕行业数字经济转型与北斗规模化应用领域。结合“北斗+”、人工智能、大数据等前沿技术,不断提升产品与服务的竞争力,巩固先发优势与行业领先地位,从而为股东和社会创造更大的价值。4.报告期内,公司相关资产减值和信用减值预计比去年同期有所上升。5.报告期内,预计非经常性损益对公司当期归属于上市公司股东的净利润的影响金额约为409万元。主要由政府补助、其他非流动金融资产公允价值变动所构成。",续亏,-117684100.0,2026-01-28
1208,300469,信息发展,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:10,500万元至14,000万元。",-122500000.0,4.16,"1.报告期内,公司在智慧交通领域依托北斗导航、大数据、区块链、人工智能等前沿技术,面向多应用场景的高精度定位导航技术,推动北斗在重点领域的创新应用,加速北斗战略与交通强国战略紧密结合,在交通运输、基础设施运行、城市管理等领域的推广,构建北斗交通产业链。公司积极推动北斗自由流技术应用、车联网平台建设和智慧交通及安全生产交通数据服务的各类场景应用。重点开发升级并运营车联网平台、数据融合服务平台等,提供车辆实时监控、数据分析、安全管理等全面解决方案;并通过与保险、地图服务商、能源等多个行业展开合作,进一步提升生态系统的市场竞争力。公司在智慧交通行业领域取得了显著成效,整体收入相较于2024年有所提升。2.2025年04月中央网信办等十部门印发《2025年数字化绿色化协同转型发展工作要点》,公司借此契机在智慧政务行业积极寻求突破,对外积极发掘新的增长点,对内积极推进业务结构调整及产品化转型。公司借助北斗、人工智能(AI)、区块链、大数据等技术,对现有智慧政务业务的解决方案进行优化升级,调整公司业务结构,实现新质生产力的高质量发展。(1)在食品安全领域,公司借助北斗精准定位+AI智能检测+区块链数据存证技术,实现从生产、流通、检测到消费的全链条追溯管理,确保食品来源可查、去向可追、责任可究。为政府、企业及消费者提供高效、透明、安全的食品溯源解决方案,推动食品行业向数字化、智能化、可视化方向发展。(2)在智慧档案等领域,公司推出了光典灵智AI能力平台,采用AI+大数据技术,融合文档智能检索、智能编研、OCR文本识别、智能审核等功能,实现高效的信息归档、知识管理和政务流程优化,提升政府信息管理和决策支持能力。报告期内,鉴于新业务探索的成本增加,市场波动、业务结构及产品化转型等影响,智慧政务行业较之2024年营收有所下滑。3.综上所述,在报告期内,公司凭借智慧交通与智慧政务两大板块的协同合作,成功实现业务结构的优化以及市场空间的拓展。整体经营状况稳步改善,与2024年相比并无显著波动。未来,公司将持续深耕行业数字经济转型与北斗规模化应用领域。结合“北斗+”、人工智能、大数据等前沿技术,不断提升产品与服务的竞争力,巩固先发优势与行业领先地位,从而为股东和社会创造更大的价值。4.报告期内,公司相关资产减值和信用减值预计比去年同期有所上升。5.报告期内,预计非经常性损益对公司当期归属于上市公司股东的净利润的影响金额约为409万元。主要由政府补助、其他非流动金融资产公允价值变动所构成。",续亏,-127819200.0,2026-01-28
1209,300424,航新科技,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:3,500万元至4,500万元。",-40000000.0,58.065,"报告期内,公司业务经营稳定,较上年同期亏损幅度有所收窄,公司尚未实现扭亏为盈的主要原因如下:1.报告期内,公司依据《企业会计准则》的规定计提减值准备,预计计提金额约10,917万元。其中计提信用减值约7,592万元,主要是公司特殊机构客户应收款项有所增长,且部分应收款账龄有所增加,导致坏账准备计提增加。2.报告期内,预计非经常性损益对净利润的影响为400.00万元-500.00万元,主要为公司收到的政府补助等。去年同期非经常性损益对净利润的影响为2,191.70万元。",减亏,-95383800.0,2026-01-28
1210,300424,航新科技,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:3,900万元至5,000万元。",-44500000.0,62.06,"报告期内,公司业务经营稳定,较上年同期亏损幅度有所收窄,公司尚未实现扭亏为盈的主要原因如下:1.报告期内,公司依据《企业会计准则》的规定计提减值准备,预计计提金额约10,917万元。其中计提信用减值约7,592万元,主要是公司特殊机构客户应收款项有所增长,且部分应收款账龄有所增加,导致坏账准备计提增加。2.报告期内,预计非经常性损益对净利润的影响为400.00万元-500.00万元,主要为公司收到的政府补助等。去年同期非经常性损益对净利润的影响为2,191.70万元。",减亏,-117300900.0,2026-01-28
1211,300415,伊之密,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:65,800万元至73,000万元,同比上年增长:11.22%至23.39%。",694000000.0,17.305,"1、2025年度,公司的经营情况良好,生产紧张有序,营业收入同比增长。公司的经营情况符合预期,预计营业收入约60.5亿元,同比上升约19.5%,其中内销收入约41.5亿元,外销收入约19.0亿元。2、2025年度,在行业景气度回暖的情况下,公司不断提升运营效率,加大销售力度,盈利能力持续提升,归属于上市公司股东的净利润同比增长,预计归属于上市公司股东的净利润为67,000.00万元至74,200.00万元,同比上升10.22%至22.06%。3、2025年度,预计非经常性损益对公司净利润的影响金额约为1,260万元,较去年同期1,620万元减少约360万元,主要原因是公司2025年度收到的政府补助较去年有所减少所致。",略增,591623100.0,2026-01-28
1212,300415,伊之密,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:67,000万元至74,200万元,同比上年增长:10.22%至22.06%。",706000000.0,16.14,"1、2025年度,公司的经营情况良好,生产紧张有序,营业收入同比增长。公司的经营情况符合预期,预计营业收入约60.5亿元,同比上升约19.5%,其中内销收入约41.5亿元,外销收入约19.0亿元。2、2025年度,在行业景气度回暖的情况下,公司不断提升运营效率,加大销售力度,盈利能力持续提升,归属于上市公司股东的净利润同比增长,预计归属于上市公司股东的净利润为67,000.00万元至74,200.00万元,同比上升10.22%至22.06%。3、2025年度,预计非经常性损益对公司净利润的影响金额约为1,260万元,较去年同期1,620万元减少约360万元,主要原因是公司2025年度收到的政府补助较去年有所减少所致。",略增,607895400.0,2026-01-28
1213,300406,九强生物,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:18,000万元至21,800万元,同比上年下降:59.07%至66.21%。",199000000.0,-62.64,"1、资产减值计提公司控股子公司美创公司受医疗行业政策影响,量价承压,行业竞争日益加剧,经营受到很大影响,出于谨慎性原则,判断相关资产组商誉存在减值迹象,公司本期拟计提商誉减值准备约1.8亿元。截至本公告披露日,相关商誉减值测试工作尚在进行中,最终商誉减值准备计提金额,将在公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计的基础上,由公司履行内部的相关程序后确定。2、主营业务影响报告期内,公司所处体外诊断行业受政策影响,一方面增值税税率调整影响,另一方面业务受到医疗行业政策影响,量价承压,公司盈利能力下滑,若不考虑商誉减值计提因素,经公司测算2025年度归属于上市公司股东的净利润预计在3.6亿-3.98亿之间,预计较上年同期下降32%-25%。公司结合自身状况和行业环境,积极发展病理产业,优化业务结构,发挥自身的技术优势,通过新产品研发丰富自身的产品线,同时优化产品工艺,通过国产替代进口等降低成本,提升盈利能力。3、2025年,预计非经常性损益对净利润的影响707万元,主要为政府补助;上年同期非经常性损益对净利润的影响为1,207.58万元,主要为政府补助。",预减,532635300.0,2026-01-28
1214,300406,九强生物,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:17,093万元至21,093万元,同比上年下降:59.48%至67.16%。",190930000.0,-63.32,"1、资产减值计提公司控股子公司美创公司受医疗行业政策影响,量价承压,行业竞争日益加剧,经营受到很大影响,出于谨慎性原则,判断相关资产组商誉存在减值迹象,公司本期拟计提商誉减值准备约1.8亿元。截至本公告披露日,相关商誉减值测试工作尚在进行中,最终商誉减值准备计提金额,将在公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计的基础上,由公司履行内部的相关程序后确定。2、主营业务影响报告期内,公司所处体外诊断行业受政策影响,一方面增值税税率调整影响,另一方面业务受到医疗行业政策影响,量价承压,公司盈利能力下滑,若不考虑商誉减值计提因素,经公司测算2025年度归属于上市公司股东的净利润预计在3.6亿-3.98亿之间,预计较上年同期下降32%-25%。公司结合自身状况和行业环境,积极发展病理产业,优化业务结构,发挥自身的技术优势,通过新产品研发丰富自身的产品线,同时优化产品工艺,通过国产替代进口等降低成本,提升盈利能力。3、2025年,预计非经常性损益对净利润的影响707万元,主要为政府补助;上年同期非经常性损益对净利润的影响为1,207.58万元,主要为政府补助。",预减,520559500.0,2026-01-28
1215,300365,恒华科技,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:18,000万元至24,000万元。",-210000000.0,-33.13,"1、报告期内,受外部环境和行业竞争加剧等因素影响,企业间价格博弈、同质化竞争日益凸显,行业竞争格局愈发复杂,公司承接的项目利润空间被压缩,成本管控难度加大,订单规模同比减少,营业收入随之同比下降,致使营业利润减少。2、报告期内,新能源行业市场化改革深入落地,风电、光伏、储能项目将全面参与电力市场化交易,不再享有固定电价与保障并网电量,以及各省调整峰谷时段的变化,短期内使新能源项目收益率不确定性增加,市场对新能源投资热情降低,向下传导影响公司新能源市场,导致新能源业务收入和毛利率下降。3、根据公司当前业务发展态势与外部市场环境,按照企业会计准则及公司会计政策等有关规定,基于谨慎性原则,公司对报告期内应收账款、合同资产、长期股权投资及其他权益工具投资实施全面检查与减值测试,预计计提各项减值准备合计约13,000.00万元。4、报告期内,预计非经常性损益对归属于上市公司股东净利润的影响金额约500.00-700.00万元,主要为理财利息收入及相关政府补贴。2026年作为“十五五”规划开局之年,公司将紧抓电网行业新一轮历史性投资机遇,全力推动公司高质量发展。一是聚焦深化AI技术创新与成果转化,攻坚核心算法及在电力行业的垂直应用,以技术创新驱动产品迭代升级,全面加速软件产品国产化研发进程,夯实自主可控的技术底座和产品体系;二是依托全系列产品矩阵,打通设计、基建、运维全环节的数据流,构建数据驱动的协同设计体系,全面提升设计质量与效率,稳步向智能设计新模式迈进;三是提升精细化管控水平,深化项目全生命周期成本管控,加强应收账款全流程闭环管理,多措并举推动公司提质增效、稳健发展。",增亏,-157741600.0,2026-01-28
1216,300365,恒华科技,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:18,500万元至24,700万元。",-216000000.0,-35.12,"1、报告期内,受外部环境和行业竞争加剧等因素影响,企业间价格博弈、同质化竞争日益凸显,行业竞争格局愈发复杂,公司承接的项目利润空间被压缩,成本管控难度加大,订单规模同比减少,营业收入随之同比下降,致使营业利润减少。2、报告期内,新能源行业市场化改革深入落地,风电、光伏、储能项目将全面参与电力市场化交易,不再享有固定电价与保障并网电量,以及各省调整峰谷时段的变化,短期内使新能源项目收益率不确定性增加,市场对新能源投资热情降低,向下传导影响公司新能源市场,导致新能源业务收入和毛利率下降。3、根据公司当前业务发展态势与外部市场环境,按照企业会计准则及公司会计政策等有关规定,基于谨慎性原则,公司对报告期内应收账款、合同资产、长期股权投资及其他权益工具投资实施全面检查与减值测试,预计计提各项减值准备合计约13,000.00万元。4、报告期内,预计非经常性损益对归属于上市公司股东净利润的影响金额约500.00-700.00万元,主要为理财利息收入及相关政府补贴。2026年作为“十五五”规划开局之年,公司将紧抓电网行业新一轮历史性投资机遇,全力推动公司高质量发展。一是聚焦深化AI技术创新与成果转化,攻坚核心算法及在电力行业的垂直应用,以技术创新驱动产品迭代升级,全面加速软件产品国产化研发进程,夯实自主可控的技术底座和产品体系;二是依托全系列产品矩阵,打通设计、基建、运维全环节的数据流,构建数据驱动的协同设计体系,全面提升设计质量与效率,稳步向智能设计新模式迈进;三是提升精细化管控水平,深化项目全生命周期成本管控,加强应收账款全流程闭环管理,多措并举推动公司提质增效、稳健发展。",增亏,-159855300.0,2026-01-28
1217,300331,苏大维格,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:7,100万元至8,400万元。",-77500000.0,17.915,"公司2025年度业绩较上年同期相比变动的主要原因为:1、报告期内,公司微纳光学材料业务收入保持稳定增长。其中,导光/前光材料产品结构不断优化,大力拓展超薄高亮导光膜等高附加值产品在笔记本电脑及AIPC等领域的应用,带动相关业务收入有所增长,盈利能力得到改善;纳米纹理膜业务受益于下游客户产品的量产,收入与利润水平持续提升;柔性透明导电膜及柔性电极在闺蜜机等消费电子终端中大批量应用,带动该业务收入实现较大幅度同比增长,但受产线改造等短期投入增加影响,仍然亏损;公共安全和新型3D印材业务积极拓展卡游、潮玩类新产品及烟酒包装新客户,对冲了酒类等消费下行的影响,收入略有增长。报告期内,公司反光材料业务下滑趋势得到显著改善,报告期收入虽有小幅下滑,但亏损幅度有所收窄。2、报告期内,公司相关资产减值损失同比大幅减少;同时,公司基于战略发展规划,持续加大AR光波导、光栅尺、微透镜及光刻设备等领域的研发投入,研发费用增长较快;收入增长,以及因落实公司向半导体相关光学设备及光学材料扩张而进行的持续对外投资、并购活动使得销售费用、财务费用等期间费用有所增加。以上原因共同导致公司2025年度营业收入维持增长,亏损幅度大幅收窄。截至本公告披露日,公司已完成常州维普半导体设备有限公司(以下简称“常州维普”)控股权的交割,根据相关会计准则,本期预告业绩未考虑常州维普2025年期间经营业绩对公司合并报表的影响。报告期内,预计非经常性损益对净利润的影响金额约为5,400万元-5,900万元。",减亏,-94419100.0,2026-01-28
1218,300331,苏大维格,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:1,700万元至2,500万元。",-21000000.0,63.82,"公司2025年度业绩较上年同期相比变动的主要原因为:1、报告期内,公司微纳光学材料业务收入保持稳定增长。其中,导光/前光材料产品结构不断优化,大力拓展超薄高亮导光膜等高附加值产品在笔记本电脑及AIPC等领域的应用,带动相关业务收入有所增长,盈利能力得到改善;纳米纹理膜业务受益于下游客户产品的量产,收入与利润水平持续提升;柔性透明导电膜及柔性电极在闺蜜机等消费电子终端中大批量应用,带动该业务收入实现较大幅度同比增长,但受产线改造等短期投入增加影响,仍然亏损;公共安全和新型3D印材业务积极拓展卡游、潮玩类新产品及烟酒包装新客户,对冲了酒类等消费下行的影响,收入略有增长。报告期内,公司反光材料业务下滑趋势得到显著改善,报告期收入虽有小幅下滑,但亏损幅度有所收窄。2、报告期内,公司相关资产减值损失同比大幅减少;同时,公司基于战略发展规划,持续加大AR光波导、光栅尺、微透镜及光刻设备等领域的研发投入,研发费用增长较快;收入增长,以及因落实公司向半导体相关光学设备及光学材料扩张而进行的持续对外投资、并购活动使得销售费用、财务费用等期间费用有所增加。以上原因共同导致公司2025年度营业收入维持增长,亏损幅度大幅收窄。截至本公告披露日,公司已完成常州维普半导体设备有限公司(以下简称“常州维普”)控股权的交割,根据相关会计准则,本期预告业绩未考虑常州维普2025年期间经营业绩对公司合并报表的影响。报告期内,预计非经常性损益对净利润的影响金额约为5,400万元-5,900万元。",减亏,-58050000.0,2026-01-28
1219,300322,硕贝德,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:6,000万元至7,000万元。",65000000.0,200.84,"报告期内,得益于消费电子、新能源汽车市场需求增长及新项目量产交付,公司天线、线束及连接件、散热模组、智能传感模组业务的出货量均持续攀升,其中手机天线、汽车天线和线束业务营收及利润大幅增长,公司整体业绩显著提升。2025年度,公司积极推进产品规模化落地,PS5游戏机SOC散热模组、4D毫米波雷达波导天线等产品实现大批量交付;同时不断加大新业务开拓力度,成功获得4家国内外知名汽车客户、2家国内AI眼镜客户的供应商资质(其中1家已量产),服务器光模块等液冷项目稳步推进,卫通天线获得量产订单并启动交付。",扭亏,-64459000.0,2026-01-28
1220,300322,硕贝德,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:6,000万元至7,000万元。",65000000.0,202.645,"报告期内,得益于消费电子、新能源汽车市场需求增长及新项目量产交付,公司天线、线束及连接件、散热模组、智能传感模组业务的出货量均持续攀升,其中手机天线、汽车天线和线束业务营收及利润大幅增长,公司整体业绩显著提升。2025年度,公司积极推进产品规模化落地,PS5游戏机SOC散热模组、4D毫米波雷达波导天线等产品实现大批量交付;同时不断加大新业务开拓力度,成功获得4家国内外知名汽车客户、2家国内AI眼镜客户的供应商资质(其中1家已量产),服务器光模块等液冷项目稳步推进,卫通天线获得量产订单并启动交付。",扭亏,-63326600.0,2026-01-28
1221,300300,海峡创新,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:9,800万元至14,500万元,同比上年变动:-9.37%至26.08%。",-121500000.0,8.355,"2025年,公司归属于上市公司股东的净利润预计较上年同期有所增长,其中非经常性损益影响金额约为2亿元-3亿元,主要系公司于2025年6月至12月通过减持持有的部分蜂助手股份有限公司股票,进一步整合与优化了资产结构,提升了资产流动性及使用效率,进而显著增加了公司归属于上市公司股东的净利润。未来,公司将继续秉持聚焦主业的发展战略,稳步推进智慧城市业务的纵深发展,积极培育并拓展新的业绩增长点,切实提升公司综合竞争力,推动公司高质量发展。",续亏,-132579600.0,2026-01-28
1222,300300,海峡创新,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:10,000万元至15,000万元,同比上年增长:1660.56%至2540.85%。",125000000.0,2100.705,"2025年,公司归属于上市公司股东的净利润预计较上年同期有所增长,其中非经常性损益影响金额约为2亿元-3亿元,主要系公司于2025年6月至12月通过减持持有的部分蜂助手股份有限公司股票,进一步整合与优化了资产结构,提升了资产流动性及使用效率,进而显著增加了公司归属于上市公司股东的净利润。未来,公司将继续秉持聚焦主业的发展战略,稳步推进智慧城市业务的纵深发展,积极培育并拓展新的业绩增长点,切实提升公司综合竞争力,推动公司高质量发展。",预增,5680000.0,2026-01-28
1223,300298,三诺生物,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:8,500万元至12,750万元,同比上年下降:60.92%至73.95%。",106250000.0,-67.435,"2025年度,公司归属于上市公司股东的净利润预计同比下降的主要原因如下:1、报告期内,公司全资子公司PolymerTechnology Systems,Inc.(以下简称PTS公司)经营业绩未达预期。根据《企业会计准则第8号-资产减值》及相关会计政策规定,公司将在2025年度报告中对商誉进行系统性减值测试。结合PTS公司实际经营状况、行业市场变化和预期经营情况,经公司根据谨慎性原则初步判断,对收购PTS公司所形成的商誉计提部分减值,预计本期计提的商誉减值总额为13,000万元至17,000万元。最终商誉减值准备计提的金额将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。2、报告期内,公司美国子公司TrividiaHealth Inc.(以下简称THI)与Roche Diabetes Care,Inc.(以下简称罗氏)达成和解,并就BGM产品与罗氏签订了交叉专利许可和解协议,根据协议THI向罗氏净额支付1,900万美元,预计对公司2025年归属于上市公司股东的净利润影响金额为人民币7,463万元。3、报告期内,公司持续推动糖尿病管理专家的数智化转型,加大对CGM和BGM新品的投放,产品结构的变化一定程度上影响了公司血糖类监测产品整体毛利率。同时,随着行业竞争加剧,公司为提升新产品认知度、巩固并开拓市场,市场费用投入进一步增加。4、报告期内,公司非经常性损益预计为3,800万元至4,200万元,上年同期为3,165.03万元。",预减,326291000.0,2026-01-28
1224,300298,三诺生物,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:4,500万元至6,750万元,同比上年下降:77.09%至84.73%。",56250000.0,-80.91,"2025年度,公司归属于上市公司股东的净利润预计同比下降的主要原因如下:1、报告期内,公司全资子公司PolymerTechnology Systems,Inc.(以下简称PTS公司)经营业绩未达预期。根据《企业会计准则第8号-资产减值》及相关会计政策规定,公司将在2025年度报告中对商誉进行系统性减值测试。结合PTS公司实际经营状况、行业市场变化和预期经营情况,经公司根据谨慎性原则初步判断,对收购PTS公司所形成的商誉计提部分减值,预计本期计提的商誉减值总额为13,000万元至17,000万元。最终商誉减值准备计提的金额将由公司聘请的具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。2、报告期内,公司美国子公司TrividiaHealth Inc.(以下简称THI)与Roche Diabetes Care,Inc.(以下简称罗氏)达成和解,并就BGM产品与罗氏签订了交叉专利许可和解协议,根据协议THI向罗氏净额支付1,900万美元,预计对公司2025年归属于上市公司股东的净利润影响金额为人民币7,463万元。3、报告期内,公司持续推动糖尿病管理专家的数智化转型,加大对CGM和BGM新品的投放,产品结构的变化一定程度上影响了公司血糖类监测产品整体毛利率。同时,随着行业竞争加剧,公司为提升新产品认知度、巩固并开拓市场,市场费用投入进一步增加。4、报告期内,公司非经常性损益预计为3,800万元至4,200万元,上年同期为3,165.03万元。",预减,294640700.0,2026-01-28
1225,300271,华宇软件,营业收入,"预计2025年1-12月营业收入:155,000万元至175,000万元。",1650000000.0,1.29,"报告期内,公司全面推动AI能力、数据能力和数据资源建设,围绕主营业务领域,增强AI+业务能力,以技术驱动业务场景智能化升级和质效提升,实现了业务与技术能力的跨领域迁移复用,核心竞争力持续提升。凭借在技术研发、场景深耕和服务迭代上的持续积累和开拓,公司在法律科技和数智教育领域保持并巩固了领先的市场地位。同时,公司积极推进AI增效,探索AI技术与企业运营、经营管理的深度融合,着力驱动组织持续迭代升级。报告期内,公司业务开拓加速推进,订单储备稳步夯实。年内部分项目验收节奏有所滞后,报告期内,公司预计实现营业收入15.50~17.50亿元。得益于业BEIJINGTHUNISOFTCORPORATIONLIMITED务结构优化与效率提升,综合毛利率持续提升;同时公司加强费用管控,管理、销售、研发三项费用合计同比下降约2.20亿元,合计降幅约24%。公司主营业务盈利能力继续实现显著改善。基于财务审慎性原则,结合内外部环境与下属公司预期经营情况、市场变化等综合因素考虑,公司财务部门及评估机构对部分存在减值迹象的资产进行了初步测算,2025年拟计提资产和信用减值准备总额约1.46亿元。报告期内,预计扣除非经常性损益后的净利润亏损2.00~2.45亿元,较去年同期亏损收窄52%~61%。公司持续加强项目回款管理与资金规划,经营活动产生的现金流量净额同比实现增长,继续保持了较高的运营资金安全性。",续盈,1628964300.0,2026-01-28
1226,300271,华宇软件,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:18,000万元至22,500万元。",-202500000.0,60.65,"报告期内,公司全面推动AI能力、数据能力和数据资源建设,围绕主营业务领域,增强AI+业务能力,以技术驱动业务场景智能化升级和质效提升,实现了业务与技术能力的跨领域迁移复用,核心竞争力持续提升。凭借在技术研发、场景深耕和服务迭代上的持续积累和开拓,公司在法律科技和数智教育领域保持并巩固了领先的市场地位。同时,公司积极推进AI增效,探索AI技术与企业运营、经营管理的深度融合,着力驱动组织持续迭代升级。报告期内,公司业务开拓加速推进,订单储备稳步夯实。年内部分项目验收节奏有所滞后,报告期内,公司预计实现营业收入15.50~17.50亿元。得益于业BEIJINGTHUNISOFTCORPORATIONLIMITED务结构优化与效率提升,综合毛利率持续提升;同时公司加强费用管控,管理、销售、研发三项费用合计同比下降约2.20亿元,合计降幅约24%。公司主营业务盈利能力继续实现显著改善。基于财务审慎性原则,结合内外部环境与下属公司预期经营情况、市场变化等综合因素考虑,公司财务部门及评估机构对部分存在减值迹象的资产进行了初步测算,2025年拟计提资产和信用减值准备总额约1.46亿元。报告期内,预计扣除非经常性损益后的净利润亏损2.00~2.45亿元,较去年同期亏损收窄52%~61%。公司持续加强项目回款管理与资金规划,经营活动产生的现金流量净额同比实现增长,继续保持了较高的运营资金安全性。",减亏,-514644300.0,2026-01-28
1227,300271,华宇软件,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:20,000万元至24,500万元,同比上年增长:52%至61%。",-222500000.0,56.5,"报告期内,公司全面推动AI能力、数据能力和数据资源建设,围绕主营业务领域,增强AI+业务能力,以技术驱动业务场景智能化升级和质效提升,实现了业务与技术能力的跨领域迁移复用,核心竞争力持续提升。凭借在技术研发、场景深耕和服务迭代上的持续积累和开拓,公司在法律科技和数智教育领域保持并巩固了领先的市场地位。同时,公司积极推进AI增效,探索AI技术与企业运营、经营管理的深度融合,着力驱动组织持续迭代升级。报告期内,公司业务开拓加速推进,订单储备稳步夯实。年内部分项目验收节奏有所滞后,报告期内,公司预计实现营业收入15.50~17.50亿元。得益于业BEIJINGTHUNISOFTCORPORATIONLIMITED务结构优化与效率提升,综合毛利率持续提升;同时公司加强费用管控,管理、销售、研发三项费用合计同比下降约2.20亿元,合计降幅约24%。公司主营业务盈利能力继续实现显著改善。基于财务审慎性原则,结合内外部环境与下属公司预期经营情况、市场变化等综合因素考虑,公司财务部门及评估机构对部分存在减值迹象的资产进行了初步测算,2025年拟计提资产和信用减值准备总额约1.46亿元。报告期内,预计扣除非经常性损益后的净利润亏损2.00~2.45亿元,较去年同期亏损收窄52%~61%。公司持续加强项目回款管理与资金规划,经营活动产生的现金流量净额同比实现增长,继续保持了较高的运营资金安全性。",减亏,-508853700.0,2026-01-28
1228,300266,兴源环境,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:21,000万元至24,000万元,同比上年增长:20.6%至30.52%。",-225000000.0,25.56,"报告期内,公司经营业绩较上年同期减亏的主要原因说明如下:1、公司取得一项较大金额的不动产拆迁收益。2、公司通过债务和解的方式取得多项债务重组收益。3、公司平均借款利率下降,财务费用较上年同期有所减少。报告期内,公司业绩亏损的主要原因说明如下:1、因公司存量有息负债余额较高,年度财务费用较高。2、个别应收类资产收款不及预期,计提了较大金额的预期信用损失。",减亏,-302262000.0,2026-01-28
